split,fold,representation,model,prob_decile,n_obs,avg_pred,avg_actual
design_cv,11,market_probability,market_probability,8,213,0.8327464788732394,1.0
design_cv,11,market_probability,market_probability,9,329,0.9355653495440728,1.0
design_cv,11,pca_only,pca_only_fixed_5_C0.01,0,18608,0.016262367628885,0.0180567497850386
design_cv,11,pca_only,pca_only_fixed_5_C0.01,1,579,0.1536129086610223,0.0
design_cv,11,pca_only,pca_only_fixed_5_C0.01,2,476,0.2523096459538467,0.2773109243697479
design_cv,11,pca_only,pca_only_fixed_5_C0.01,3,216,0.3433567542571734,0.3425925925925926
design_cv,11,pca_only,pca_only_fixed_5_C0.01,4,193,0.4432912252314663,0.5492227979274611
design_cv,11,pca_only,pca_only_fixed_5_C0.01,5,75,0.537260551884427,0.3866666666666666
design_cv,11,pca_only,pca_only_fixed_5_C0.01,6,36,0.6530948214521447,0.5277777777777778
design_cv,11,pca_only,pca_only_fixed_5_C0.01,7,105,0.7404650112853698,0.9904761904761904
design_cv,11,pca_only,pca_only_fixed_5_C0.01,8,187,0.8659007280531333,1.0
design_cv,11,pca_only,pca_only_fixed_5_C0.01,9,357,0.934367656817067,1.0
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,0,18587,0.0163818854986386,0.0180771506967235
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,1,598,0.1528945810441229,0.0
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,2,474,0.2535455580356628,0.2784810126582278
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,3,211,0.3425521990605271,0.3459715639810427
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,4,183,0.4397491917936665,0.4972677595628415
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,5,90,0.5333352407788015,0.4555555555555555
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,6,37,0.6464390366035994,0.5405405405405406
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,7,108,0.744355959266349,0.9907407407407408
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,8,186,0.8667899802207822,1.0
design_cv,11,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,9,358,0.9349520287961424,1.0
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,0,18969,0.0104274812238621,0.0177131108650956
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,1,860,0.1467957355453394,0.2127906976744186
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,2,285,0.2293193712376576,0.5263157894736842
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,3,54,0.3691649657590954,0.6851851851851852
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,4,101,0.4353270361558785,0.7623762376237624
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,5,19,0.5379732067246157,0.8947368421052632
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,6,38,0.6662734184628422,1.0
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,7,283,0.7621381578475437,1.0
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,8,158,0.8728587589860439,1.0
design_cv,11,tda_only,tda_only_168h_h0_h1_C0.01,9,65,0.9057367056443386,1.0
design_cv,12,market_probability,market_probability,0,14688,0.023404411183378,0.0
design_cv,12,market_probability,market_probability,1,1909,0.1413876204722766,0.1760083813514929
design_cv,12,market_probability,market_probability,2,961,0.2477752341311134,0.0
design_cv,12,market_probability,market_probability,3,910,0.3541252747252747,0.0
design_cv,12,market_probability,market_probability,4,506,0.4424426877470356,0.1739130434782608
design_cv,12,market_probability,market_probability,5,192,0.5404687499999999,0.4947916666666667
design_cv,12,market_probability,market_probability,6,334,0.6519910179640719,0.9580838323353292
design_cv,12,market_probability,market_probability,7,68,0.7247058823529412,0.4264705882352941
design_cv,12,market_probability,market_probability,8,139,0.8608992805755395,1.0
design_cv,12,market_probability,market_probability,9,145,0.9793724137929832,1.0
design_cv,12,pca_only,pca_only_fixed_2_C0.01,0,17291,0.0195455391752331,0.0194320744896188
design_cv,12,pca_only,pca_only_fixed_2_C0.01,1,873,0.1511586441771959,0.0
design_cv,12,pca_only,pca_only_fixed_2_C0.01,2,622,0.2376629733343268,0.0
design_cv,12,pca_only,pca_only_fixed_2_C0.01,3,225,0.3450603774155916,0.4533333333333333
design_cv,12,pca_only,pca_only_fixed_2_C0.01,4,93,0.442720969982774,0.4623655913978494
design_cv,12,pca_only,pca_only_fixed_2_C0.01,5,46,0.538660893694466,0.6521739130434783
design_cv,12,pca_only,pca_only_fixed_2_C0.01,6,102,0.6709256212598826,0.8921568627450981
design_cv,12,pca_only,pca_only_fixed_2_C0.01,7,240,0.738416439143821,0.9333333333333332
design_cv,12,pca_only,pca_only_fixed_2_C0.01,8,90,0.8314682445274137,0.6222222222222222
design_cv,12,pca_only,pca_only_fixed_2_C0.01,9,270,0.945892462190107,1.0
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,0,17290,0.01958417223245,0.0194331983805668
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,1,858,0.149638957986597,0.0
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,2,632,0.2372451564754407,0.0
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,3,233,0.3446963791619432,0.4377682403433476
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,4,91,0.4436267351306205,0.4725274725274725
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,5,46,0.5366010516952964,0.6304347826086957
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,6,114,0.6726847910126815,0.9035087719298246
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,7,230,0.7393071867171724,0.917391304347826
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,8,85,0.8300089755194834,0.6470588235294118
design_cv,12,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,9,273,0.9455964272008676,1.0
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,0,17744,0.017788636314855,0.0189359783588818
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,1,793,0.139757916338803,0.0
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,2,299,0.2465933108337988,0.0903010033444816
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,3,192,0.3490444233245762,0.4635416666666667
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,4,173,0.4445397450936226,0.6127167630057804
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,5,225,0.5545289019390709,0.9644444444444444
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,6,116,0.6374605722748657,0.7844827586206896
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,7,27,0.7369514517734382,0.1111111111111111
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,8,51,0.8748888017659587,1.0
design_cv,12,tda_only,tda_only_168h_h0_h1_C0.01,9,232,0.9418760320692174,1.0
design_cv,13,market_probability,market_probability,0,14612,0.0226313378899573,0.0001368738023542
design_cv,13,market_probability,market_probability,1,1832,0.1467109716157205,0.1451965065502183
design_cv,13,market_probability,market_probability,2,813,0.2486346863468634,0.0984009840098401
design_cv,13,market_probability,market_probability,3,1214,0.349328665568369,0.0280065897858319
design_cv,13,market_probability,market_probability,4,444,0.4497308558558558,0.3333333333333333
design_cv,13,market_probability,market_probability,5,550,0.5524818181818182,0.7836363636363637
design_cv,13,market_probability,market_probability,6,225,0.6365555555555555,0.6577777777777778
design_cv,13,market_probability,market_probability,7,114,0.7145614035087718,0.9824561403508772
design_cv,13,pca_only,pca_only_fixed_2_C0.01,0,16828,0.0236042041307653,0.0209175184216781
design_cv,13,pca_only,pca_only_fixed_2_C0.01,1,982,0.1538246964358664,0.0509164969450101
design_cv,13,pca_only,pca_only_fixed_2_C0.01,2,682,0.2399715898831731,0.0131964809384164
design_cv,13,pca_only,pca_only_fixed_2_C0.01,3,270,0.3401175154697813,0.0925925925925925
design_cv,13,pca_only,pca_only_fixed_2_C0.01,4,187,0.4477365232049423,0.6417112299465241
design_cv,13,pca_only,pca_only_fixed_2_C0.01,5,294,0.5473817440902303,0.5680272108843537
design_cv,13,pca_only,pca_only_fixed_2_C0.01,6,273,0.6516708582404074,0.8974358974358975
design_cv,13,pca_only,pca_only_fixed_2_C0.01,7,151,0.7416553164646339,0.7947019867549668
design_cv,13,pca_only,pca_only_fixed_2_C0.01,8,137,0.8346457450474475,0.9708029197080292
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,0,16851,0.0234892924105041,0.021660435582458
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,1,975,0.1526756114678529,0.0451282051282051
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,2,674,0.2394378436394384,0.0029673590504451
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,3,268,0.339676251246277,0.0932835820895522
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,4,216,0.4505359743587238,0.6574074074074074
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,5,263,0.5486780635851918,0.5361216730038023
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,6,271,0.6500043382121262,0.918819188191882
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,7,156,0.7444227464588707,0.8141025641025641
design_cv,13,pca_plus_tda,pca_plus_tda_fixed_2_24h_h0_h1_C0.01,8,130,0.8357406665035807,0.9692307692307692
design_cv,13,tda_only,tda_only_168h_h0_h1_C0.01,0,18213,0.0136377238473665,0.0200955361554933
design_cv,13,tda_only,tda_only_168h_h0_h1_C0.01,1,673,0.1376717797650328,0.2347696879643387
design_cv,13,tda_only,tda_only_168h_h0_h1_C0.01,2,311,0.2424959486352218,0.6077170418006431
design_cv,13,tda_only,tda_only_168h_h0_h1_C0.01,3,291,0.3473820578785452,0.8934707903780069
design_cv,13,tda_only,tda_only_168h_h0_h1_C0.01,4,149,0.4389000771569495,0.7046979865771812
design_cv,13,tda_only,tda_only_168h_h0_h1_C0.01,5,71,0.5618885924820501,0.6901408450704225
design_cv,13,tda_only,tda_only_168h_h0_h1_C0.01,6,94,0.6358098313475645,0.9787234042553192
design_cv,13,tda_only,tda_only_168h_h0_h1_C0.01,7,2,0.7010036259316712,1.0
design_cv,14,market_probability,market_probability,0,12745,0.01631277250656,0.0003923107100823
design_cv,14,market_probability,market_probability,1,1284,0.1462126168224299,0.3722741433021806
design_cv,14,market_probability,market_probability,2,584,0.2523715753424657,0.0325342465753424
design_cv,14,market_probability,market_probability,3,786,0.3562041984732824,0.0267175572519083
design_cv,14,market_probability,market_probability,4,500,0.4470659999999999,0.314
design_cv,14,market_probability,market_probability,5,390,0.5651948717948717,0.4487179487179487
design_cv,14,market_probability,market_probability,6,337,0.6508382789317507,0.8130563798219584
design_cv,14,market_probability,market_probability,7,49,0.7305714285714286,0.1836734693877551
design_cv,14,market_probability,market_probability,8,170,0.8541794117647059,0.9823529411764704
design_cv,14,pca_only,pca_only_fixed_5_C0.01,0,14405,0.0174917033119974,0.0344324887191947
design_cv,14,pca_only,pca_only_fixed_5_C0.01,1,632,0.1434858431084608,0.0379746835443038
design_cv,14,pca_only,pca_only_fixed_5_C0.01,2,583,0.2383238268393747,0.0514579759862778
design_cv,14,pca_only,pca_only_fixed_5_C0.01,3,188,0.3563457950644988,0.4042553191489361
design_cv,14,pca_only,pca_only_fixed_5_C0.01,4,177,0.4400507677930851,0.3672316384180791
design_cv,14,pca_only,pca_only_fixed_5_C0.01,5,158,0.5643392093795306,0.1645569620253164
design_cv,14,pca_only,pca_only_fixed_5_C0.01,6,276,0.6411494949166384,0.8840579710144928
design_cv,14,pca_only,pca_only_fixed_5_C0.01,7,213,0.7555907969423953,0.784037558685446
design_cv,14,pca_only,pca_only_fixed_5_C0.01,8,43,0.833093650802799,0.2325581395348837
design_cv,14,pca_only,pca_only_fixed_5_C0.01,9,170,0.9344955081160498,0.9823529411764704
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,0,14317,0.0197377128901092,0.0342250471467486
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,1,585,0.1438427849000364,0.0376068376068376
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,2,589,0.2451976164187213,0.0220713073005093
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,3,228,0.3416106547078257,0.2412280701754386
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,4,221,0.44559913987569,0.4751131221719457
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,5,118,0.5521726368945498,0.1101694915254237
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,6,296,0.6508506842097378,0.7128378378378378
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,7,195,0.7493462063968925,0.7794871794871795
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,8,122,0.8252053585930885,0.6229508196721312
design_cv,14,pca_plus_tda,pca_plus_tda_fixed_5_24h_h0_h1_C0.01,9,174,0.94206173168894,0.9655172413793104
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,0,15459,0.0101870189667603,0.0349957953295814
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,1,493,0.1455561384002633,0.2697768762677485
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,2,241,0.2401933454308219,0.6224066390041494
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,3,256,0.3405865905410933,0.67578125
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,4,81,0.4530355818921536,0.654320987654321
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,5,130,0.5414192330693721,0.676923076923077
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,6,55,0.6606003224573603,0.7636363636363637
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,7,41,0.75049919106254,0.8780487804878049
design_cv,14,tda_only,tda_only_168h_h0_h1_C0.01,8,89,0.8346739068054941,1.0
locked_holdout,999,market_probability,market_probability,0,96948,0.0138943555976361,0.0192886908445764
locked_holdout,999,market_probability,market_probability,1,5673,0.1392930622160964,0.2243962630001762
locked_holdout,999,market_probability,market_probability,2,3459,0.2526776525007227,0.1150621566926857
locked_holdout,999,market_probability,market_probability,3,3435,0.3548711790393013,0.2759825327510917
locked_holdout,999,market_probability,market_probability,4,4134,0.4455705128205128,0.4412191582002903
locked_holdout,999,market_probability,market_probability,5,1278,0.5454890453834116,0.3818466353677621
locked_holdout,999,market_probability,market_probability,6,1177,0.6424711129991504,0.9413763806287172
locked_holdout,999,market_probability,market_probability,7,1392,0.7455316091954023,0.8390804597701149
locked_holdout,999,market_probability,market_probability,8,1243,0.859090909090909,0.9742558326629124
locked_holdout,999,market_probability,market_probability,9,2021,0.952148203070378,1.0
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,0,102715,0.026222119004416,0.0314657060799299
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,1,3215,0.1456447456817176,0.069362363919129
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,2,2273,0.2470134050196152,0.2428508578970523
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,3,2218,0.3484525821620776,0.3367899008115419
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,4,2029,0.4478883966230535,0.4558896007885658
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,5,1389,0.5446190640497951,0.4931605471562275
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,6,776,0.6468906731568397,0.2796391752577319
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,7,850,0.7553711049538039,0.8364705882352941
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,8,1143,0.8498342707338522,0.8180227471566054
locked_holdout,999,pca_only,pca_only_fixed_5_C0.01,9,4152,0.9631664858349228,0.983140655105973
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,0,103437,0.0218600734435088,0.031845471156356
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,1,3190,0.1443180979613291,0.0705329153605015
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,2,2301,0.2493067239643264,0.2855280312907431
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,3,2147,0.3503079443664824,0.3833255705635771
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,4,1883,0.4468738077201928,0.5592140201805629
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,5,1077,0.5470791260025489,0.3519034354688951
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,6,696,0.6444817256335075,0.3979885057471264
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,7,1026,0.7512861286652247,0.8411306042884991
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,8,885,0.8559716475176421,0.7604519774011299
locked_holdout,999,pca_plus_tda,pca_plus_tda_var_85_24h_h0_h1_C1,9,4118,0.9605492090563924,0.98712967459932
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,0,80455,0.0210085039315035,0.0315207258716052
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,1,15822,0.1443452356782665,0.0525850082164075
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,2,6462,0.2372517908219783,0.166976168368926
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,3,3558,0.3469344793273442,0.1360314783586284
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,4,2587,0.452583160841086,0.2098956320061847
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,5,1810,0.5495464987857734,0.3624309392265193
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,6,2272,0.6519753770677326,0.2482394366197183
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,7,1810,0.7525970395202565,0.4099447513812154
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,8,2017,0.8545677572811948,0.7030242935052058
locked_holdout,999,tda_only,tda_only_168h_h0_h1_C0.01,9,3967,0.965036256755594,0.8709352155281069
